retailer_id,territory_id,state,district,tehsil,trust_level,emotional_state,preferred_language,preferred_channel,relationship_stage,farmer_name,memory_context,relationship_message,season_stage,season_advisory,panic_state,trust_score,farmer_question,detected_language,question_english,relationship_response_english,localized_response
RTL_03660,TER_0461,Punjab,Amritsar,Amritsar_T136,COLD,ANXIOUS,Hindi,WhatsApp,2nd Season,Farmer_3659,previous pest outbreak recovered successfully,"Farmer_3659 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,PANIC,0.3,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03661,TER_0461,Punjab,Amritsar,Amritsar_T141,WARM,STABLE,Hindi,Field Visit,4th Season,Farmer_3660,successful fertilizer intervention last season,Namaste Farmer_3660 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_03662,TER_0461,Punjab,Amritsar,Amritsar_T132,WARM,STABLE,Punjabi,Field Visit,4th Season,Farmer_3661,previous pest outbreak recovered successfully,Namaste Farmer_3661 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.6,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_03663,TER_0461,Punjab,Amritsar,Amritsar_T134,TRUSTED,HOPEFUL,Punjabi,WhatsApp,2nd Season,Farmer_3662,last season yellowing after heavy rain,Farmer_3662 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03664,TER_0461,Punjab,Amritsar,Amritsar_T144,TRUSTED,HOPEFUL,Punjabi,Field Visit,2nd Season,Farmer_3663,high yielding crop during Kharif season,Farmer_3663 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03665,TER_0461,Punjab,Amritsar,Amritsar_T143,WARM,STABLE,Punjabi,Field Visit,2nd Season,Farmer_3664,successful fertilizer intervention last season,Namaste Farmer_3664 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03666,TER_0461,Punjab,Amritsar,Amritsar_T142,WARM,STABLE,Hindi,WhatsApp,1st Season,Farmer_3665,delayed sowing due to rainfall uncertainty,Namaste Farmer_3665 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03667,TER_0461,Punjab,Amritsar,Amritsar_T133,COLD,ANXIOUS,Hindi,Voice Call,1st Season,Farmer_3666,farmer concerned about mandi prices,"Farmer_3666 ji, field conditions require attention this week. Our field officer may contact you soon.",RECOVERY,Empathy-first recovery planning,NORMAL,0.3,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03668,TER_0461,Punjab,Amritsar,Amritsar_T133,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_3667,delayed sowing due to rainfall uncertainty,Farmer_3667 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03669,TER_0462,Haryana,Rohtak,Rohtak_T143,TRUSTED,HOPEFUL,Punjabi,Field Visit,1st Season,Farmer_3668,high yielding crop during Kharif season,Farmer_3668 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_03670,TER_0462,Haryana,Rohtak,Rohtak_T140,WARM,STABLE,Hindi,Voice Call,1st Season,Farmer_3669,delayed sowing due to rainfall uncertainty,Namaste Farmer_3669 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_03671,TER_0462,Haryana,Rohtak,Rohtak_T142,TRUSTED,HOPEFUL,Hindi,Voice Call,1st Season,Farmer_3670,successful fertilizer intervention last season,Farmer_3670 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_03672,TER_0462,Haryana,Rohtak,Rohtak_T141,TRUSTED,HOPEFUL,Punjabi,Voice Call,4th Season,Farmer_3671,last season yellowing after heavy rain,Farmer_3671 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03673,TER_0462,Haryana,Rohtak,Rohtak_T142,WARM,STABLE,Hindi,WhatsApp,3rd Season,Farmer_3672,last season yellowing after heavy rain,Namaste Farmer_3672 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03674,TER_0463,Bihar,Patna,Patna_T150,TRUSTED,HOPEFUL,Hindi,Voice Call,4th Season,Farmer_3673,high yielding crop during Kharif season,Farmer_3673 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_03675,TER_0463,Bihar,Patna,Patna_T155,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_3674,delayed sowing due to rainfall uncertainty,Namaste Farmer_3674 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_03676,TER_0463,Bihar,Patna,Patna_T147,TRUSTED,HOPEFUL,Hindi,Voice Call,4th Season,Farmer_3675,successful fertilizer intervention last season,Farmer_3675 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_03677,TER_0463,Bihar,Patna,Patna_T160,TRUSTED,HOPEFUL,Hindi,Field Visit,4th Season,Farmer_3676,farmer concerned about mandi prices,Farmer_3676 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03678,TER_0463,Bihar,Patna,Patna_T153,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_3677,delayed sowing due to rainfall uncertainty,Farmer_3677 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03679,TER_0463,Bihar,Patna,Patna_T160,COLD,ANXIOUS,Hindi,WhatsApp,1st Season,Farmer_3678,delayed sowing due to rainfall uncertainty,"Farmer_3678 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,NORMAL,0.3,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03680,TER_0463,Bihar,Patna,Patna_T155,TRUSTED,HOPEFUL,Hindi,Field Visit,3rd Season,Farmer_3679,farmer concerned about mandi prices,Farmer_3679 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_03681,TER_0463,Bihar,Patna,Patna_T153,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_3680,previous pest outbreak recovered successfully,Namaste Farmer_3680 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,PANIC,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03682,TER_0463,Bihar,Patna,Patna_T155,TRUSTED,HOPEFUL,Hindi,Field Visit,1st Season,Farmer_3681,high yielding crop during Kharif season,Farmer_3681 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03683,TER_0463,Bihar,Patna,Patna_T157,WARM,STABLE,Hindi,Field Visit,4th Season,Farmer_3682,successful fertilizer intervention last season,Namaste Farmer_3682 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_03684,TER_0463,Bihar,Patna,Patna_T160,TRUSTED,HOPEFUL,Hindi,Voice Call,3rd Season,Farmer_3683,high yielding crop during Kharif season,Farmer_3683 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03685,TER_0464,Haryana,Hisar,Hisar_T139,WARM,STABLE,Punjabi,Voice Call,2nd Season,Farmer_3684,farmer concerned about mandi prices,Namaste Farmer_3684 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03686,TER_0464,Haryana,Hisar,Hisar_T135,WARM,STABLE,Punjabi,WhatsApp,2nd Season,Farmer_3685,successful fertilizer intervention last season,Namaste Farmer_3685 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_03687,TER_0464,Haryana,Hisar,Hisar_T139,COLD,ANXIOUS,Punjabi,Voice Call,2nd Season,Farmer_3686,last season yellowing after heavy rain,"Farmer_3686 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03688,TER_0464,Haryana,Hisar,Hisar_T136,TRUSTED,HOPEFUL,Hindi,Field Visit,3rd Season,Farmer_3687,last season yellowing after heavy rain,Farmer_3687 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.9,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03689,TER_0464,Haryana,Hisar,Hisar_T133,TRUSTED,HOPEFUL,Hindi,Field Visit,1st Season,Farmer_3688,successful fertilizer intervention last season,Farmer_3688 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_03690,TER_0464,Haryana,Hisar,Hisar_T138,TRUSTED,HOPEFUL,Hindi,Voice Call,1st Season,Farmer_3689,high yielding crop during Kharif season,Farmer_3689 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.9,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_03691,TER_0464,Haryana,Hisar,Hisar_T132,COLD,ANXIOUS,Hindi,WhatsApp,1st Season,Farmer_3690,high yielding crop during Kharif season,"Farmer_3690 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03692,TER_0465,Uttar Pradesh,Varanasi,Varanasi_T147,WARM,STABLE,Hindi,Field Visit,3rd Season,Farmer_3691,last season yellowing after heavy rain,Namaste Farmer_3691 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_03693,TER_0465,Uttar Pradesh,Varanasi,Varanasi_T147,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_3692,last season yellowing after heavy rain,Namaste Farmer_3692 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,PANIC,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03694,TER_0465,Uttar Pradesh,Varanasi,Varanasi_T147,TRUSTED,HOPEFUL,Hindi,WhatsApp,2nd Season,Farmer_3693,farmer concerned about mandi prices,Farmer_3693 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_03695,TER_0465,Uttar Pradesh,Varanasi,Varanasi_T149,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_3694,successful fertilizer intervention last season,Farmer_3694 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.9,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03696,TER_0465,Uttar Pradesh,Varanasi,Varanasi_T147,TRUSTED,HOPEFUL,Hindi,Field Visit,2nd Season,Farmer_3695,high yielding crop during Kharif season,Farmer_3695 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03697,TER_0465,Uttar Pradesh,Varanasi,Varanasi_T148,COLD,ANXIOUS,Hindi,Field Visit,2nd Season,Farmer_3696,farmer concerned about mandi prices,"Farmer_3696 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,NORMAL,0.3,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_03698,TER_0466,Rajasthan,Bharatpur,Bharatpur_T162,WARM,STABLE,Hindi,WhatsApp,1st Season,Farmer_3697,high yielding crop during Kharif season,Namaste Farmer_3697 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03699,TER_0466,Rajasthan,Bharatpur,Bharatpur_T155,COLD,ANXIOUS,Hindi,WhatsApp,3rd Season,Farmer_3698,last season yellowing after heavy rain,"Farmer_3698 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,PANIC,0.3,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03700,TER_0466,Rajasthan,Bharatpur,Bharatpur_T154,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_3699,successful fertilizer intervention last season,Farmer_3699 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03701,TER_0466,Rajasthan,Bharatpur,Bharatpur_T165,WARM,STABLE,Hindi,Voice Call,1st Season,Farmer_3700,previous pest outbreak recovered successfully,Namaste Farmer_3700 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03702,TER_0466,Rajasthan,Bharatpur,Bharatpur_T160,WARM,STABLE,Hindi,Field Visit,3rd Season,Farmer_3701,successful fertilizer intervention last season,Namaste Farmer_3701 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03703,TER_0466,Rajasthan,Bharatpur,Bharatpur_T155,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_3702,delayed sowing due to rainfall uncertainty,Farmer_3702 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03704,TER_0466,Rajasthan,Bharatpur,Bharatpur_T155,COLD,ANXIOUS,Hindi,Field Visit,4th Season,Farmer_3703,previous pest outbreak recovered successfully,"Farmer_3703 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,PANIC,0.3,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03705,TER_0466,Rajasthan,Bharatpur,Bharatpur_T156,COLD,ANXIOUS,Hindi,Field Visit,2nd Season,Farmer_3704,farmer concerned about mandi prices,"Farmer_3704 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03706,TER_0466,Rajasthan,Bharatpur,Bharatpur_T165,COLD,ANXIOUS,Hindi,Field Visit,4th Season,Farmer_3705,previous pest outbreak recovered successfully,"Farmer_3705 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,PANIC,0.3,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_03707,TER_0466,Rajasthan,Bharatpur,Bharatpur_T156,WARM,STABLE,Hindi,WhatsApp,2nd Season,Farmer_3706,previous pest outbreak recovered successfully,Namaste Farmer_3706 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_03708,TER_0467,Maharashtra,Jalgaon,Jalgaon_T142,TRUSTED,HOPEFUL,Hindi,Voice Call,2nd Season,Farmer_3707,farmer concerned about mandi prices,Farmer_3707 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_03709,TER_0467,Maharashtra,Jalgaon,Jalgaon_T140,TRUSTED,HOPEFUL,Marathi,WhatsApp,2nd Season,Farmer_3708,successful fertilizer intervention last season,Farmer_3708 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_03710,TER_0467,Maharashtra,Jalgaon,Jalgaon_T146,COLD,ANXIOUS,Marathi,Field Visit,1st Season,Farmer_3709,farmer concerned about mandi prices,"Farmer_3709 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_03711,TER_0467,Maharashtra,Jalgaon,Jalgaon_T141,TRUSTED,HOPEFUL,Marathi,WhatsApp,1st Season,Farmer_3710,delayed sowing due to rainfall uncertainty,Farmer_3710 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_03712,TER_0467,Maharashtra,Jalgaon,Jalgaon_T146,WARM,STABLE,Marathi,WhatsApp,3rd Season,Farmer_3711,last season yellowing after heavy rain,Namaste Farmer_3711 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,PANIC,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_03713,TER_0467,Maharashtra,Jalgaon,Jalgaon_T143,WARM,STABLE,Marathi,Field Visit,2nd Season,Farmer_3712,last season yellowing after heavy rain,Namaste Farmer_3712 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,PANIC,0.6,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_03714,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T159,WARM,STABLE,Hindi,Field Visit,2nd Season,Farmer_3713,previous pest outbreak recovered successfully,Namaste Farmer_3713 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03715,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T151,COLD,ANXIOUS,Hindi,WhatsApp,2nd Season,Farmer_3714,farmer concerned about mandi prices,"Farmer_3714 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,NORMAL,0.3,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_03716,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T158,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_3715,farmer concerned about mandi prices,Farmer_3715 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_03717,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T153,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_3716,farmer concerned about mandi prices,Farmer_3716 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_03718,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T154,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_3717,delayed sowing due to rainfall uncertainty,Farmer_3717 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_03719,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T160,WARM,STABLE,Hindi,Voice Call,4th Season,Farmer_3718,delayed sowing due to rainfall uncertainty,Namaste Farmer_3718 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_03720,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T161,TRUSTED,HOPEFUL,Hindi,WhatsApp,4th Season,Farmer_3719,successful fertilizer intervention last season,Farmer_3719 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_03721,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T150,TRUSTED,HOPEFUL,Hindi,Voice Call,4th Season,Farmer_3720,high yielding crop during Kharif season,Farmer_3720 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_03722,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T150,COLD,ANXIOUS,Hindi,Field Visit,3rd Season,Farmer_3721,high yielding crop during Kharif season,"Farmer_3721 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_HARVEST,Mandi timing intelligence,NORMAL,0.3,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_03723,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T155,COLD,ANXIOUS,Hindi,Voice Call,4th Season,Farmer_3722,high yielding crop during Kharif season,"Farmer_3722 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,NORMAL,0.3,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
